stem,class,deixis,tam
ŋ-à-lə́vc-ì,ŋ,itive,perfective
ŋ-à-ĺə̀vc-ì,ŋ,itive,perfective
ðə́-lə́vc-á,ð,unmarked,infinitive
ðə́-ĺə́vc-á,ð,unmarked,infinitive
ðə̀-lə̀vc-í,ð,ventive,perfective
ðə̀-lə̀vc-ì,ð,itive,dependent
ðə̀-lə̀vc-à,ð,ventive,dependent
ðə̀-l̀ə̀vc-í,ð,ventive,perfective
ðə̀-l̀ə̀vc-ì,ð,itive,dependent
ðə̀-l̀ə̀vc-à,ð,ventive,dependent
ð-á-lə́vc-à,ð,itive,imperfective
ð-á-lə̀vc-í,ð,ventive,imperfective
ð-á-ĺə̀vc-à,ð,itive,imperfective
ð-á-l̀ə̀vc-í,ð,ventive,imperfective
ð-à-lə́vc-ì,ð,itive,perfective
ð-à-ĺə̀vc-ì,ð,itive,perfective
t̪ə̀-lə̀vc-í,t̪,ventive,perfective
t̪ə̀-lə̀vc-ì,t̪,itive,dependent
t̪ə̀-lə̀vc-à,t̪,ventive,dependent
t̪ə̀-l̀ə̀vc-í,t̪,ventive,perfective
t̪ə̀-l̀ə̀vc-ì,t̪,itive,dependent
t̪ə̀-l̀ə̀vc-à,t̪,ventive,dependent
t̪-á-lə́vc-à,t̪,itive,imperfective
t̪-á-lə̀vc-í,t̪,ventive,imperfective
t̪-á-ĺə̀vc-à,t̪,itive,imperfective
t̪-á-l̀ə̀vc-í,t̪,ventive,imperfective
t̪-à-lə́vc-ì,t̪,itive,perfective
t̪-à-ĺə̀vc-ì,t̪,itive,perfective
rə̀-lə̀vc-í,r,ventive,perfective
rə̀-lə̀vc-ì,r,itive,dependent
rə̀-lə̀vc-à,r,ventive,dependent
rə̀-l̀ə̀vc-í,r,ventive,perfective
rə̀-l̀ə̀vc-ì,r,itive,dependent
rə̀-l̀ə̀vc-à,r,ventive,dependent
r-á-lə́vc-à,r,itive,imperfective
r-á-lə̀vc-í,r,ventive,imperfective
r-á-ĺə̀vc-à,r,itive,imperfective
r-á-l̀ə̀vc-í,r,ventive,imperfective
r-à-lə́vc-ì,r,itive,perfective
r-à-ĺə̀vc-ì,r,itive,perfective
nə̀-lə̀vc-í,n,ventive,perfective
nə̀-lə̀vc-ì,n,itive,dependent
nə̀-lə̀vc-à,n,ventive,dependent
nə̀-l̀ə̀vc-í,n,ventive,perfective
nə̀-l̀ə̀vc-ì,n,itive,dependent
nə̀-l̀ə̀vc-à,n,ventive,dependent
n-á-lə́vc-à,n,itive,imperfective
n-á-lə̀vc-í,n,ventive,imperfective
n-á-ĺə̀vc-à,n,itive,imperfective
n-á-l̀ə̀vc-í,n,ventive,imperfective
n-à-lə́vc-ì,n,itive,perfective
n-à-ĺə̀vc-ì,n,itive,perfective
lə̀-lə̀vc-í,l,ventive,perfective
lə̀-lə̀vc-ì,l,itive,dependent
lə̀-lə̀vc-à,l,ventive,dependent
lə̀-l̀ə̀vc-í,l,ventive,perfective
lə̀-l̀ə̀vc-ì,l,itive,dependent
lə̀-l̀ə̀vc-à,l,ventive,dependent
l-á-lə́vc-à,l,itive,imperfective
l-á-lə̀vc-í,l,ventive,imperfective
l-á-ĺə̀vc-à,l,itive,imperfective
l-á-l̀ə̀vc-í,l,ventive,imperfective
l-à-lə́vc-ì,l,itive,perfective
l-à-ĺə̀vc-ì,l,itive,perfective
jə̀-lə̀vc-í,j,ventive,perfective
jə̀-lə̀vc-ì,j,itive,dependent
jə̀-lə̀vc-à,j,ventive,dependent
jə̀-l̀ə̀vc-í,j,ventive,perfective
jə̀-l̀ə̀vc-ì,j,itive,dependent
jə̀-l̀ə̀vc-à,j,ventive,dependent
j-á-lə́vc-à,j,itive,imperfective
j-á-lə̀vc-í,j,ventive,imperfective
j-á-ĺə̀vc-à,j,itive,imperfective
j-á-l̀ə̀vc-í,j,ventive,imperfective
j-à-lə́vc-ì,j,itive,perfective
j-à-ĺə̀vc-ì,j,itive,perfective
gə̀-lə̀vc-í,g,ventive,perfective
gə̀-lə̀vc-ì,g,itive,dependent
gə̀-lə̀vc-à,g,ventive,dependent
gə̀-l̀ə̀vc-í,g,ventive,perfective
gə̀-l̀ə̀vc-ì,g,itive,dependent
gə̀-l̀ə̀vc-à,g,ventive,dependent
g-á-lə́vc-à,g,itive,imperfective
g-á-lə̀vc-í,g,ventive,imperfective
g-á-ĺə̀vc-à,g,itive,imperfective
g-á-l̀ə̀vc-í,g,ventive,imperfective
g-à-lə́vc-ì,g,itive,perfective
g-à-ĺə̀vc-ì,g,itive,perfective
ŋátc-í,unmarked,itive,imperative
ŋàtc-á,unmarked,ventive,imperative
ŋ́átc-í,unmarked,itive,imperative
ŋ̀àtc-á,unmarked,ventive,imperative
ɲə̀-ŋàtc-í,ɲ,ventive,perfective
ɲə̀-ŋàtc-ì,ɲ,itive,dependent
ɲə̀-ŋàtc-à,ɲ,ventive,dependent
ɲə̀-ŋ̀àtc-í,ɲ,ventive,perfective
ɲə̀-ŋ̀àtc-ì,ɲ,itive,dependent
ɲə̀-ŋ̀àtc-à,ɲ,ventive,dependent
ɲ-á-ŋátc-à,ɲ,itive,imperfective
ɲ-á-ŋàtc-í,ɲ,ventive,imperfective
ɲ-á-ŋ́àtc-à,ɲ,itive,imperfective
ɲ-á-ŋ̀àtc-í,ɲ,ventive,imperfective
ɲ-à-ŋátc-ì,ɲ,itive,perfective
ɲ-à-ŋ́àtc-ì,ɲ,itive,perfective
ŋə̀-ŋàtc-í,ŋ,ventive,perfective
ŋə̀-ŋàtc-ì,ŋ,itive,dependent
ŋə̀-ŋàtc-à,ŋ,ventive,dependent
ŋə̀-ŋ̀àtc-í,ŋ,ventive,perfective
ŋə̀-ŋ̀àtc-ì,ŋ,itive,dependent
ŋə̀-ŋ̀àtc-à,ŋ,ventive,dependent
ŋ-á-ŋátc-à,ŋ,itive,imperfective
ŋ-á-ŋàtc-í,ŋ,ventive,imperfective
ŋ-á-ŋ́àtc-à,ŋ,itive,imperfective
ŋ-á-ŋ̀àtc-í,ŋ,ventive,imperfective
ŋ-à-ŋátc-ì,ŋ,itive,perfective
ŋ-à-ŋ́àtc-ì,ŋ,itive,perfective
ðə́-ŋátc-á,ð,unmarked,infinitive
ðə́-ŋ́átc-á,ð,unmarked,infinitive
ðə̀-ŋàtc-í,ð,ventive,perfective
ðə̀-ŋàtc-ì,ð,itive,dependent
ðə̀-ŋàtc-à,ð,ventive,dependent
ðə̀-ŋ̀àtc-í,ð,ventive,perfective
ðə̀-ŋ̀àtc-ì,ð,itive,dependent
ðə̀-ŋ̀àtc-à,ð,ventive,dependent
ð-á-ŋátc-à,ð,itive,imperfective
ð-á-ŋàtc-í,ð,ventive,imperfective
ð-á-ŋ́àtc-à,ð,itive,imperfective
ð-á-ŋ̀àtc-í,ð,ventive,imperfective
ð-à-ŋátc-ì,ð,itive,perfective
ð-à-ŋ́àtc-ì,ð,itive,perfective
t̪ə̀-ŋàtc-í,t̪,ventive,perfective
t̪ə̀-ŋàtc-ì,t̪,itive,dependent
t̪ə̀-ŋàtc-à,t̪,ventive,dependent
t̪ə̀-ŋ̀àtc-í,t̪,ventive,perfective
t̪ə̀-ŋ̀àtc-ì,t̪,itive,dependent
t̪ə̀-ŋ̀àtc-à,t̪,ventive,dependent
t̪-á-ŋátc-à,t̪,itive,imperfective
t̪-á-ŋàtc-í,t̪,ventive,imperfective
t̪-á-ŋ́àtc-à,t̪,itive,imperfective
t̪-á-ŋ̀àtc-í,t̪,ventive,imperfective
t̪-à-ŋátc-ì,t̪,itive,perfective
t̪-à-ŋ́àtc-ì,t̪,itive,perfective
rə̀-ŋàtc-í,r,ventive,perfective
rə̀-ŋàtc-ì,r,itive,dependent
rə̀-ŋàtc-à,r,ventive,dependent
rə̀-ŋ̀àtc-í,r,ventive,perfective
rə̀-ŋ̀àtc-ì,r,itive,dependent
rə̀-ŋ̀àtc-à,r,ventive,dependent
r-á-ŋátc-à,r,itive,imperfective
r-á-ŋàtc-í,r,ventive,imperfective
r-á-ŋ́àtc-à,r,itive,imperfective
r-á-ŋ̀àtc-í,r,ventive,imperfective
r-à-ŋátc-ì,r,itive,perfective
r-à-ŋ́àtc-ì,r,itive,perfective
nə̀-ŋàtc-í,n,ventive,perfective
nə̀-ŋàtc-ì,n,itive,dependent
nə̀-ŋàtc-à,n,ventive,dependent
nə̀-ŋ̀àtc-í,n,ventive,perfective
nə̀-ŋ̀àtc-ì,n,itive,dependent
nə̀-ŋ̀àtc-à,n,ventive,dependent
n-á-ŋátc-à,n,itive,imperfective
n-á-ŋàtc-í,n,ventive,imperfective
n-á-ŋ́àtc-à,n,itive,imperfective
n-á-ŋ̀àtc-í,n,ventive,imperfective
n-à-ŋátc-ì,n,itive,perfective
n-à-ŋ́àtc-ì,n,itive,perfective
lə̀-ŋàtc-í,l,ventive,perfective
lə̀-ŋàtc-ì,l,itive,dependent
lə̀-ŋàtc-à,l,ventive,dependent
lə̀-ŋ̀àtc-í,l,ventive,perfective
lə̀-ŋ̀àtc-ì,l,itive,dependent
lə̀-ŋ̀àtc-à,l,ventive,dependent
l-á-ŋátc-à,l,itive,imperfective
l-á-ŋàtc-í,l,ventive,imperfective
l-á-ŋ́àtc-à,l,itive,imperfective
l-á-ŋ̀àtc-í,l,ventive,imperfective
l-à-ŋátc-ì,l,itive,perfective
l-à-ŋ́àtc-ì,l,itive,perfective
jə̀-ŋàtc-í,j,ventive,perfective
jə̀-ŋàtc-ì,j,itive,dependent
jə̀-ŋàtc-à,j,ventive,dependent
jə̀-ŋ̀àtc-í,j,ventive,perfective
jə̀-ŋ̀àtc-ì,j,itive,dependent
jə̀-ŋ̀àtc-à,j,ventive,dependent
j-á-ŋátc-à,j,itive,imperfective
j-á-ŋàtc-í,j,ventive,imperfective
j-á-ŋ́àtc-à,j,itive,imperfective
j-á-ŋ̀àtc-í,j,ventive,imperfective
j-à-ŋátc-ì,j,itive,perfective
j-à-ŋ́àtc-ì,j,itive,perfective
gə̀-ŋàtc-í,g,ventive,perfective
gə̀-ŋàtc-ì,g,itive,dependent
gə̀-ŋàtc-à,g,ventive,dependent
gə̀-ŋ̀àtc-í,g,ventive,perfective
gə̀-ŋ̀àtc-ì,g,itive,dependent
gə̀-ŋ̀àtc-à,g,ventive,dependent
g-á-ŋátc-à,g,itive,imperfective
g-á-ŋàtc-í,g,ventive,imperfective
g-á-ŋ́àtc-à,g,itive,imperfective
g-á-ŋ̀àtc-í,g,ventive,imperfective
g-à-ŋátc-ì,g,itive,perfective
g-à-ŋ́àtc-ì,g,itive,perfective
ɔ́ɽɟɛ́c-í,unmarked,itive,imperative
ɔ́ɽ́ɟɛ́c-í,unmarked,itive,imperative
ɔ̀ɽɟɛ̀c-á,unmarked,ventive,imperative
ɔ̀ɽ̀ɟɛ̀c-á,unmarked,ventive,imperative
ɲ-ɔ̀ɽɟɛ̀c-í,ɲ,ventive,perfective
ɲ-ɔ̀ɽɟɛ̀c-ì,ɲ,itive,dependent
ɲ-ɔ̀ɽɟɛ̀c-à,ɲ,ventive,dependent
ɲ-ɔ̀ɽ̀ɟɛ̀c-í,ɲ,ventive,perfective
ɲ-ɔ̀ɽ̀ɟɛ̀c-ì,ɲ,itive,dependent
ɲ-ɔ̀ɽ̀ɟɛ̀c-à,ɲ,ventive,dependent
ɲ-á-ɔ́ɽɟɛ̀c-à,ɲ,itive,imperfective
ɲ-á-ɔ́ɽ̀ɟɛ̀c-à,ɲ,itive,imperfective
ɲ-á-ɔ̀ɽɟɛ̀c-í,ɲ,ventive,imperfective
ɲ-á-ɔ̀ɽ̀ɟɛ̀c-í,ɲ,ventive,imperfective
ɲ-à-ɔ́ɽɟɛ̀c-ì,ɲ,itive,perfective
ɲ-à-ɔ́ɽ̀ɟɛ̀c-ì,ɲ,itive,perfective
ŋ-ɔ̀ɽɟɛ̀c-í,ŋ,ventive,perfective
ŋ-ɔ̀ɽɟɛ̀c-ì,ŋ,itive,dependent
ŋ-ɔ̀ɽɟɛ̀c-à,ŋ,ventive,dependent
ŋ-ɔ̀ɽ̀ɟɛ̀c-í,ŋ,ventive,perfective
ŋ-ɔ̀ɽ̀ɟɛ̀c-ì,ŋ,itive,dependent
ŋ-ɔ̀ɽ̀ɟɛ̀c-à,ŋ,ventive,dependent
ŋ-á-ɔ́ɽɟɛ̀c-à,ŋ,itive,imperfective
ŋ-á-ɔ́ɽ̀ɟɛ̀c-à,ŋ,itive,imperfective
ŋ-á-ɔ̀ɽɟɛ̀c-í,ŋ,ventive,imperfective
ŋ-á-ɔ̀ɽ̀ɟɛ̀c-í,ŋ,ventive,imperfective
ŋ-à-ɔ́ɽɟɛ̀c-ì,ŋ,itive,perfective
ŋ-à-ɔ́ɽ̀ɟɛ̀c-ì,ŋ,itive,perfective
ð-ɔ́ɽɟɛ́c-á,ð,unmarked,infinitive
ð-ɔ́ɽ́ɟɛ́c-á,ð,unmarked,infinitive
ð-ɔ̀ɽɟɛ̀c-í,ð,ventive,perfective
ð-ɔ̀ɽɟɛ̀c-ì,ð,itive,dependent
ð-ɔ̀ɽɟɛ̀c-à,ð,ventive,dependent
ð-ɔ̀ɽ̀ɟɛ̀c-í,ð,ventive,perfective
ð-ɔ̀ɽ̀ɟɛ̀c-ì,ð,itive,dependent
ð-ɔ̀ɽ̀ɟɛ̀c-à,ð,ventive,dependent
ð-á-ɔ́ɽɟɛ̀c-à,ð,itive,imperfective
ð-á-ɔ́ɽ̀ɟɛ̀c-à,ð,itive,imperfective
ð-á-ɔ̀ɽɟɛ̀c-í,ð,ventive,imperfective
ð-á-ɔ̀ɽ̀ɟɛ̀c-í,ð,ventive,imperfective
ð-à-ɔ́ɽɟɛ̀c-ì,ð,itive,perfective
ð-à-ɔ́ɽ̀ɟɛ̀c-ì,ð,itive,perfective
t̪-ɔ̀ɽɟɛ̀c-í,t̪,ventive,perfective
t̪-ɔ̀ɽɟɛ̀c-ì,t̪,itive,dependent
t̪-ɔ̀ɽɟɛ̀c-à,t̪,ventive,dependent
t̪-ɔ̀ɽ̀ɟɛ̀c-í,t̪,ventive,perfective
t̪-ɔ̀ɽ̀ɟɛ̀c-ì,t̪,itive,dependent
t̪-ɔ̀ɽ̀ɟɛ̀c-à,t̪,ventive,dependent
t̪-á-ɔ́ɽɟɛ̀c-à,t̪,itive,imperfective
t̪-á-ɔ́ɽ̀ɟɛ̀c-à,t̪,itive,imperfective
t̪-á-ɔ̀ɽɟɛ̀c-í,t̪,ventive,imperfective
t̪-á-ɔ̀ɽ̀ɟɛ̀c-í,t̪,ventive,imperfective
t̪-à-ɔ́ɽɟɛ̀c-ì,t̪,itive,perfective
t̪-à-ɔ́ɽ̀ɟɛ̀c-ì,t̪,itive,perfective
r-ɔ̀ɽɟɛ̀c-í,r,ventive,perfective
r-ɔ̀ɽɟɛ̀c-ì,r,itive,dependent
r-ɔ̀ɽɟɛ̀c-à,r,ventive,dependent
r-ɔ̀ɽ̀ɟɛ̀c-í,r,ventive,perfective
r-ɔ̀ɽ̀ɟɛ̀c-ì,r,itive,dependent
r-ɔ̀ɽ̀ɟɛ̀c-à,r,ventive,dependent
r-á-ɔ́ɽɟɛ̀c-à,r,itive,imperfective
r-á-ɔ́ɽ̀ɟɛ̀c-à,r,itive,imperfective
r-á-ɔ̀ɽɟɛ̀c-í,r,ventive,imperfective
r-á-ɔ̀ɽ̀ɟɛ̀c-í,r,ventive,imperfective
r-à-ɔ́ɽɟɛ̀c-ì,r,itive,perfective
r-à-ɔ́ɽ̀ɟɛ̀c-ì,r,itive,perfective
n-ɔ̀ɽɟɛ̀c-í,n,ventive,perfective
n-ɔ̀ɽɟɛ̀c-ì,n,itive,dependent
n-ɔ̀ɽɟɛ̀c-à,n,ventive,dependent
n-ɔ̀ɽ̀ɟɛ̀c-í,n,ventive,perfective
n-ɔ̀ɽ̀ɟɛ̀c-ì,n,itive,dependent
n-ɔ̀ɽ̀ɟɛ̀c-à,n,ventive,dependent
n-á-ɔ́ɽɟɛ̀c-à,n,itive,imperfective
n-á-ɔ́ɽ̀ɟɛ̀c-à,n,itive,imperfective
n-á-ɔ̀ɽɟɛ̀c-í,n,ventive,imperfective
n-á-ɔ̀ɽ̀ɟɛ̀c-í,n,ventive,imperfective
n-à-ɔ́ɽɟɛ̀c-ì,n,itive,perfective
n-à-ɔ́ɽ̀ɟɛ̀c-ì,n,itive,perfective
l-ɔ̀ɽɟɛ̀c-í,l,ventive,perfective
l-ɔ̀ɽɟɛ̀c-ì,l,itive,dependent
l-ɔ̀ɽɟɛ̀c-à,l,ventive,dependent
l-ɔ̀ɽ̀ɟɛ̀c-í,l,ventive,perfective
l-ɔ̀ɽ̀ɟɛ̀c-ì,l,itive,dependent
l-ɔ̀ɽ̀ɟɛ̀c-à,l,ventive,dependent
l-á-ɔ́ɽɟɛ̀c-à,l,itive,imperfective
l-á-ɔ́ɽ̀ɟɛ̀c-à,l,itive,imperfective
l-á-ɔ̀ɽɟɛ̀c-í,l,ventive,imperfective
l-á-ɔ̀ɽ̀ɟɛ̀c-í,l,ventive,imperfective
l-à-ɔ́ɽɟɛ̀c-ì,l,itive,perfective
l-à-ɔ́ɽ̀ɟɛ̀c-ì,l,itive,perfective
j-ɔ̀ɽɟɛ̀c-í,j,ventive,perfective
j-ɔ̀ɽɟɛ̀c-ì,j,itive,dependent
j-ɔ̀ɽɟɛ̀c-à,j,ventive,dependent
j-ɔ̀ɽ̀ɟɛ̀c-í,j,ventive,perfective
j-ɔ̀ɽ̀ɟɛ̀c-ì,j,itive,dependent
j-ɔ̀ɽ̀ɟɛ̀c-à,j,ventive,dependent
j-á-ɔ́ɽɟɛ̀c-à,j,itive,imperfective
j-á-ɔ́ɽ̀ɟɛ̀c-à,j,itive,imperfective
j-á-ɔ̀ɽɟɛ̀c-í,j,ventive,imperfective
j-á-ɔ̀ɽ̀ɟɛ̀c-í,j,ventive,imperfective
j-à-ɔ́ɽɟɛ̀c-ì,j,itive,perfective
j-à-ɔ́ɽ̀ɟɛ̀c-ì,j,itive,perfective
g-ɔ̀ɽɟɛ̀c-í,g,ventive,perfective
g-ɔ̀ɽɟɛ̀c-ì,g,itive,dependent
g-ɔ̀ɽɟɛ̀c-à,g,ventive,dependent
g-ɔ̀ɽ̀ɟɛ̀c-í,g,ventive,perfective
g-ɔ̀ɽ̀ɟɛ̀c-ì,g,itive,dependent
g-ɔ̀ɽ̀ɟɛ̀c-à,g,ventive,dependent
g-á-ɔ́ɽɟɛ̀c-à,g,itive,imperfective
g-á-ɔ́ɽ̀ɟɛ̀c-à,g,itive,imperfective
g-á-ɔ̀ɽɟɛ̀c-í,g,ventive,imperfective
g-á-ɔ̀ɽ̀ɟɛ̀c-í,g,ventive,imperfective
g-à-ɔ́ɽɟɛ̀c-ì,g,itive,perfective
g-à-ɔ́ɽ̀ɟɛ̀c-ì,g,itive,perfective
úɽc-í,unmarked,itive,imperative
úɽ́c-í,unmarked,itive,imperative
ùɽc-á,unmarked,ventive,imperative
ùɽ̀c-á,unmarked,ventive,imperative
ɲ-ùɽc-í,ɲ,ventive,perfective
ɲ-ùɽc-ì,ɲ,itive,dependent
ɲ-ùɽc-à,ɲ,ventive,dependent
ɲ-ùɽ̀c-í,ɲ,ventive,perfective
ɲ-ùɽ̀c-ì,ɲ,itive,dependent
ɲ-ùɽ̀c-à,ɲ,ventive,dependent
ɲ-á-úɽc-à,ɲ,itive,imperfective
ɲ-á-úɽ̀c-à,ɲ,itive,imperfective
ɲ-á-ùɽc-í,ɲ,ventive,imperfective
ɲ-á-ùɽ̀c-í,ɲ,ventive,imperfective
ɲ-à-úɽc-ì,ɲ,itive,perfective
ɲ-à-úɽ̀c-ì,ɲ,itive,perfective
ŋ-ùɽc-í,ŋ,ventive,perfective
ŋ-ùɽc-ì,ŋ,itive,dependent
ŋ-ùɽc-à,ŋ,ventive,dependent
ŋ-ùɽ̀c-í,ŋ,ventive,perfective
ŋ-ùɽ̀c-ì,ŋ,itive,dependent
ŋ-ùɽ̀c-à,ŋ,ventive,dependent
ŋ-á-úɽc-à,ŋ,itive,imperfective
ŋ-á-úɽ̀c-à,ŋ,itive,imperfective
ŋ-á-ùɽc-í,ŋ,ventive,imperfective
ŋ-á-ùɽ̀c-í,ŋ,ventive,imperfective
ŋ-à-úɽc-ì,ŋ,itive,perfective
ŋ-à-úɽ̀c-ì,ŋ,itive,perfective
ð-úɽc-á,ð,unmarked,infinitive
ð-úɽ́c-á,ð,unmarked,infinitive
ð-ùɽc-í,ð,ventive,perfective
ð-ùɽc-ì,ð,itive,dependent
ð-ùɽc-à,ð,ventive,dependent
ð-ùɽ̀c-í,ð,ventive,perfective
ð-ùɽ̀c-ì,ð,itive,dependent
ð-ùɽ̀c-à,ð,ventive,dependent
ð-á-úɽc-à,ð,itive,imperfective
ð-á-úɽ̀c-à,ð,itive,imperfective
ð-á-ùɽc-í,ð,ventive,imperfective
ð-á-ùɽ̀c-í,ð,ventive,imperfective
ð-à-úɽc-ì,ð,itive,perfective
ð-à-úɽ̀c-ì,ð,itive,perfective
t̪-ùɽc-í,t̪,ventive,perfective
t̪-ùɽc-ì,t̪,itive,dependent
t̪-ùɽc-à,t̪,ventive,dependent
t̪-ùɽ̀c-í,t̪,ventive,perfective
t̪-ùɽ̀c-ì,t̪,itive,dependent
t̪-ùɽ̀c-à,t̪,ventive,dependent
t̪-á-úɽc-à,t̪,itive,imperfective
t̪-á-úɽ̀c-à,t̪,itive,imperfective
t̪-á-ùɽc-í,t̪,ventive,imperfective
t̪-á-ùɽ̀c-í,t̪,ventive,imperfective
t̪-à-úɽc-ì,t̪,itive,perfective
t̪-à-úɽ̀c-ì,t̪,itive,perfective
r-ùɽc-í,r,ventive,perfective
r-ùɽc-ì,r,itive,dependent
r-ùɽc-à,r,ventive,dependent
r-ùɽ̀c-í,r,ventive,perfective
r-ùɽ̀c-ì,r,itive,dependent
r-ùɽ̀c-à,r,ventive,dependent
r-á-úɽc-à,r,itive,imperfective
r-á-úɽ̀c-à,r,itive,imperfective
r-á-ùɽc-í,r,ventive,imperfective
r-á-ùɽ̀c-í,r,ventive,imperfective
r-à-úɽc-ì,r,itive,perfective
r-à-úɽ̀c-ì,r,itive,perfective
n-ùɽc-í,n,ventive,perfective
n-ùɽc-ì,n,itive,dependent
n-ùɽc-à,n,ventive,dependent
n-ùɽ̀c-í,n,ventive,perfective
n-ùɽ̀c-ì,n,itive,dependent
n-ùɽ̀c-à,n,ventive,dependent
n-á-úɽc-à,n,itive,imperfective
n-á-úɽ̀c-à,n,itive,imperfective
n-á-ùɽc-í,n,ventive,imperfective
n-á-ùɽ̀c-í,n,ventive,imperfective
n-à-úɽc-ì,n,itive,perfective
n-à-úɽ̀c-ì,n,itive,perfective
l-ùɽc-í,l,ventive,perfective
l-ùɽc-ì,l,itive,dependent
l-ùɽc-à,l,ventive,dependent
l-ùɽ̀c-í,l,ventive,perfective
l-ùɽ̀c-ì,l,itive,dependent
l-ùɽ̀c-à,l,ventive,dependent
l-á-úɽc-à,l,itive,imperfective
l-á-úɽ̀c-à,l,itive,imperfective
l-á-ùɽc-í,l,ventive,imperfective
l-á-ùɽ̀c-í,l,ventive,imperfective
l-à-úɽc-ì,l,itive,perfective
l-à-úɽ̀c-ì,l,itive,perfective
j-ùɽc-í,j,ventive,perfective
j-ùɽc-ì,j,itive,dependent
j-ùɽc-à,j,ventive,dependent
j-ùɽ̀c-í,j,ventive,perfective
j-ùɽ̀c-ì,j,itive,dependent
j-ùɽ̀c-à,j,ventive,dependent
j-á-úɽc-à,j,itive,imperfective
j-á-úɽ̀c-à,j,itive,imperfective
j-á-ùɽc-í,j,ventive,imperfective
j-á-ùɽ̀c-í,j,ventive,imperfective
j-à-úɽc-ì,j,itive,perfective
j-à-úɽ̀c-ì,j,itive,perfective
g-ùɽc-í,g,ventive,perfective
g-ùɽc-ì,g,itive,dependent
g-ùɽc-à,g,ventive,dependent
g-ùɽ̀c-í,g,ventive,perfective
g-ùɽ̀c-ì,g,itive,dependent
g-ùɽ̀c-à,g,ventive,dependent
g-á-úɽc-à,g,itive,imperfective
g-á-úɽ̀c-à,g,itive,imperfective
g-á-ùɽc-í,g,ventive,imperfective
g-á-ùɽ̀c-í,g,ventive,imperfective
g-à-úɽc-ì,g,itive,perfective
g-à-úɽ̀c-ì,g,itive,perfective
ɲɛ́lác-í,unmarked,itive,imperative
ɲɛ́ĺác-í,unmarked,itive,imperative
ɲɛ̀làc-á,unmarked,ventive,imperative
ɲɛ̀l̀àc-á,unmarked,ventive,imperative
ɲ́ɛ́lác-í,unmarked,itive,imperative
ɲ́ɛ́ĺác-í,unmarked,itive,imperative
ɲ̀ɛ̀làc-á,unmarked,ventive,imperative
ɲ̀ɛ̀l̀àc-á,unmarked,ventive,imperative
ɲə̀-ɲɛ̀làc-í,ɲ,ventive,perfective
ɲə̀-ɲɛ̀làc-ì,ɲ,itive,dependent
ɲə̀-ɲɛ̀làc-à,ɲ,ventive,dependent
ɲə̀-ɲɛ̀l̀àc-í,ɲ,ventive,perfective
ɲə̀-ɲɛ̀l̀àc-ì,ɲ,itive,dependent
ɲə̀-ɲɛ̀l̀àc-à,ɲ,ventive,dependent
ɲə̀-ɲ̀ɛ̀làc-í,ɲ,ventive,perfective
ɲə̀-ɲ̀ɛ̀làc-ì,ɲ,itive,dependent
ɲə̀-ɲ̀ɛ̀làc-à,ɲ,ventive,dependent
ɲə̀-ɲ̀ɛ̀l̀àc-í,ɲ,ventive,perfective
ɲə̀-ɲ̀ɛ̀l̀àc-ì,ɲ,itive,dependent
ɲə̀-ɲ̀ɛ̀l̀àc-à,ɲ,ventive,dependent
ɲ-á-ɲɛ́làc-à,ɲ,itive,imperfective
ɲ-á-ɲɛ́l̀àc-à,ɲ,itive,imperfective
ɲ-á-ɲɛ̀làc-í,ɲ,ventive,imperfective
ɲ-á-ɲɛ̀l̀àc-í,ɲ,ventive,imperfective
ɲ-á-ɲ́ɛ̀làc-à,ɲ,itive,imperfective
ɲ-á-ɲ́ɛ̀l̀àc-à,ɲ,itive,imperfective
ɲ-á-ɲ̀ɛ̀làc-í,ɲ,ventive,imperfective
ɲ-á-ɲ̀ɛ̀l̀àc-í,ɲ,ventive,imperfective
ɲ-à-ɲɛ́làc-ì,ɲ,itive,perfective
ɲ-à-ɲɛ́l̀àc-ì,ɲ,itive,perfective
ɲ-à-ɲ́ɛ̀làc-ì,ɲ,itive,perfective
ɲ-à-ɲ́ɛ̀l̀àc-ì,ɲ,itive,perfective
ŋə̀-ɲɛ̀làc-í,ŋ,ventive,perfective
ŋə̀-ɲɛ̀làc-ì,ŋ,itive,dependent
ŋə̀-ɲɛ̀làc-à,ŋ,ventive,dependent
ŋə̀-ɲɛ̀l̀àc-í,ŋ,ventive,perfective
ŋə̀-ɲɛ̀l̀àc-ì,ŋ,itive,dependent
ŋə̀-ɲɛ̀l̀àc-à,ŋ,ventive,dependent
ŋə̀-ɲ̀ɛ̀làc-í,ŋ,ventive,perfective
ŋə̀-ɲ̀ɛ̀làc-ì,ŋ,itive,dependent
ŋə̀-ɲ̀ɛ̀làc-à,ŋ,ventive,dependent
ŋə̀-ɲ̀ɛ̀l̀àc-í,ŋ,ventive,perfective
ŋə̀-ɲ̀ɛ̀l̀àc-ì,ŋ,itive,dependent
ŋə̀-ɲ̀ɛ̀l̀àc-à,ŋ,ventive,dependent
ŋ-á-ɲɛ́làc-à,ŋ,itive,imperfective
ŋ-á-ɲɛ́l̀àc-à,ŋ,itive,imperfective
ŋ-á-ɲɛ̀làc-í,ŋ,ventive,imperfective
ŋ-á-ɲɛ̀l̀àc-í,ŋ,ventive,imperfective
ŋ-á-ɲ́ɛ̀làc-à,ŋ,itive,imperfective
